timestamp,rssi,rate,channel,bandwidth,data_length,esp_timestamp,csi_data
2026-03-06T14:41:36.249847,-57,14,6,0,,,"[120, 0, 7, 0, -6, -25, -6, -25, -6, -24, -7, -24, -7, -24, -8, -23, -8, -22, -9, -21, -9, -20, -9, -20, -9, -21, -11, -22, -10, -21, -9, -21, -9, -20, -9, -20, -9, -19, -8, -19, -8, -18, -8, -18, -8, -18, -8, -18, -8, -17, -7, -17, -6, -17, -2, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -6, -8, -21, -8, -22, -7, -23, -6, -23, -6, -24, -6, -24, -6, -25, -5, -25, -5, -26, -5, -26, -5, -26, -5, -26, -4, -26, -4, -27, -4, -27, -3, -26, -3, -26, -4, -26, -4, -26, -5, -26, -5, -26, -5, -26, -6, -25, -7, -26, -7, -26, -7, -26]"
2026-03-06T14:42:10.953655,-57,14,6,0,,,"[120, 0, 7, 0, 18, 4, 18, 4, 17, 4, 17, 3, 17, 3, 17, 3, 17, 2, 17, 1, 17, 1, 17, 1, 17, 1, 17, 1, 17, 1, 16, 1, 17, 1, 16, 1, 16, 1, 16, 1, 15, 2, 15, 2, 15, 2, 15, 2, 14, 2, 14, 2, 13, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 15, 2, 15, 3, 14, 4, 15, 4, 15, 4, 15, 5, 16, 5, 16, 5, 16, 6, 17, 7, 16, 7, 16, 7, 16, 7, 16, 7, 16, 7, 16, 7, 16, 6, 16, 6, 17, 6, 17, 6, 17, 6, 17, 5, 17, 5, 17, 5, 18, 4, 17, 4]"
