timestamp,rssi,rate,channel,bandwidth,data_length,esp_timestamp,csi_data
2026-03-06T16:49:37.400169,-49,11,11,0,128,4451085,"[33, 17, 18, 0, 30, 19, 23, 14, 16, 8, 9, 2, 3, -4, -4, -10, -10, -15, -15, -20, -19, -23, -23, -27, -25, -29, -26, -31, -26, -32, -24, -31, -22, -29, -19, -26, -15, -22, -12, -17, -9, -11, -6, -5, -3, 1, -1, 6, 0, 12, 0, 17, -1, 20, -1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, -2, -3, -1, -9, 0, -14, 1, -20, 0, -26, 0, -30, -1, -33, -3, -35, -4, -36, -6, -35, -7, -32, -7, -28, -7, -23, -6, -17, -4, -10, -2, -3, 1, 5, 5, 13, 9, 20, 12, 27, 16, 32, 20, 37, 22, 41, 24, 42, 26, 42, 26]"
2026-03-06T16:49:37.603277,-49,11,11,0,128,4655871,"[35, 49, 18, 0, 28, -6, 32, -7, 35, -7, 36, -8, 36, -8, 35, -8, 32, -7, 28, -7, 23, -6, 18, -6, 12, -5, 6, -5, -1, -4, -7, -4, -12, -4, -17, -4, -21, -5, -24, -6, -26, -7, -27, -8, -27, -9, -26, -9, -23, -9, -20, -9, -18, -9, -5, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -6, 6, -22, 8, -21, 9, -21, 9, -19, 9, -17, 8, -14, 6, -11, 4, -7, 0, -3, -4, 1, -8, 5, -13, 8, -18, 11, -22, 13, -25, 14, -28, 15, -29, 16, -30, 15, -29, 15, -27, 14, -24, 13, -19, 11, -14, 8, -7, 5, 0, 3, 6, 1]"
2026-03-06T16:49:37.713360,-50,11,11,0,384,4660085,"[114, -96, 6, 0, 2, 23, 3, 27, 3, 30, 3, 31, 3, 30, 3, 29, 2, 27, 2, 23, 2, 19, 2, 15, 2, 10, 2, 5, 3, 0, 4, -5, 5, -10, 6, -14, 7, -17, 9, -19, 10, -20, 11, -20, 11, -20, 11, -18, 11, -17, 10, -15, 10, -13, 2, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 17, 1, 17, 2, 17, 3, 16, 3, 14, 4, 12, 3, 9, 3, 6, 1, 2, -1, -2, -4, -5, -7, -8, -10, -11, -14, -13, -17, -15, -20, -16, -22, -16, -23, -16, -23, -15, -23, -14, -21, -13, -19, -11, -15, -9, -11, -7, -6, -4, 0, -3, 5, -55, 0, 29, -1, 29, -1, 28, 0, 28, 0, 27, -1, 26, -2, 26, -2, 25, -3, 25, -4, 24, -3, 24, -3, 23, -3, 22, -3, 22, -3, 21, -4, 21, -4, 21, -4, 20, -4, 20, -4, 20, -4, 19, -4, 19, -3, 18, -2, 17, -2, 17, -1, 17, 0, 17, 1, 16, 3, 6, 1, 1, 0, -1, -1, -1, 0, -1, 0, 1, -1, 5, -3, 14, -6, 15, -4, 15, -3, 16, -2, 16, -2, 17, -2, 17, -1, 18, -1, 18, -1, 19, 0, 20, 1, 21, 2, 21, 2, 21, 3, 22, 3, 22, 2, 22, 2, 23, 2, 23, 2, 24, 2, 24, 2, 25, 1, 26, 0, 27, 0, 28, 0, 29, 1, 29, 1, 29, 1, -55, 0, -28, 24, -27, 24, -26, 24, -25, 24, -25, 24, -24, 23, -23, 23, -22, 23, -21, 23, -20, 24, -19, 24, -18, 23, -17, 23, -17, 23, -17, 23, -17, 23, -17, 22, -17, 22, -16, 21, -17, 21, -17, 20, -17, 19, -16, 18, -17, 17, -17, 16, -17, 15, -18, 13, -18, 12, -7, 4, -2, 1, 0, -1, 0, -1, 0, -1, -2, 1, -5, 4, -12, 12, -13, 12, -14, 11, -15, 11, -16, 11, -17, 11, -17, 11, -18, 11, -19, 12, -20, 12, -22, 13, -23, 13, -23, 14, -24, 14, -24, 13, -24, 13, -24, 13, -24, 14, -25, 15, -25, 15, -25, 16, -26, 17, -26, 19, -27, 20, -27, 21, -28, 23, -27, 24, -27, 24]"
2026-03-06T16:49:37.757359,-54,11,11,0,128,4662652,"[82, -96, 4, 0, 12, -24, 11, -23, 11, -23, 10, -23, 10, -22, 9, -22, 9, -21, 8, -21, 7, -21, 7, -21, 6, -21, 6, -20, 6, -20, 6, -20, 6, -20, 6, -19, 6, -19, 7, -19, 7, -18, 7, -17, 6, -17, 6, -16, 7, -16, 7, -15, 8, -15, 2, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -4, 4, -15, 5, -15, 6, -15, 6, -15, 7, -16, 8, -16, 8, -16, 9, -17, 10, -17, 10, -17, 10, -17, 11, -18, 12, -18, 12, -18, 12, -18, 12, -18, 12, -19, 13, -19, 13, -20, 13, -20, 13, -21, 13, -22, 13, -22, 13, -23, 13, -23, 13, -24]"
2026-03-06T16:49:37.799357,-49,11,11,0,128,4665174,"[37, 80, 2, 0, 12, 21, 14, 24, 15, 26, 15, 28, 14, 28, 13, 27, 12, 25, 11, 22, 9, 19, 7, 15, 6, 10, 5, 5, 6, 0, 7, -5, 8, -9, 10, -12, 12, -15, 13, -17, 15, -17, 16, -17, 16, -17, 17, -15, 17, -12, 16, -9, 14, -8, 3, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -5, 0, -19, 1, -19, 2, -19, 3, -18, 4, -16, 3, -14, 2, -11, 1, -8, -2, -5, -6, -3, -10, -1, -14, 0, -18, 1, -21, 1, -24, 1, -27, 2, -28, 1, -29, 0, -28, -1, -26, -1, -24, -1, -20, 0, -16, 1, -10, 3, -5, 6, -1, 8]"
2026-03-06T16:49:37.841380,-49,11,11,0,128,4860636,"[33, 17, 18, 0, 0, -28, 0, -33, 0, -36, 0, -37, 0, -37, 0, -35, 0, -33, -1, -29, -1, -24, -2, -19, -2, -13, -3, -7, -3, -1, -5, 5, -6, 10, -7, 15, -9, 19, -11, 22, -12, 23, -13, 23, -13, 23, -14, 21, -13, 19, -13, 17, -12, 14, -3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -3, -19, -12, -19, -13, -18, -14, -16, -14, -14, -13, -12, -12, -9, -9, -6, -6, -3, -2, 0, 3, 3, 8, 5, 13, 6, 18, 7, 23, 8, 26, 9, 29, 9, 30, 9, 31, 8, 30, 8, 28, 7, 24, 6, 20, 5, 14, 4, 7, 3, 0, 2, -6]"
2026-03-06T16:49:38.114311,-49,11,11,0,128,5167884,"[33, 17, 18, 0, -36, -5, -28, -4, -19, -2, -10, 1, -2, 3, 6, 6, 14, 8, 21, 10, 26, 12, 30, 13, 33, 15, 35, 16, 35, 17, 33, 17, 31, 16, 27, 15, 22, 12, 17, 9, 12, 5, 6, 1, 1, -3, -3, -7, -6, -12, -8, -16, -9, -20, -3, -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 1, 2, -1, 7, -5, 11, -8, 17, -10, 22, -11, 26, -12, 30, -12, 33, -12, 33, -11, 33, -9, 30, -8, 27, -6, 22, -5, 15, -4, 8, -3, 0, -3, -8, -3, -16, -3, -24, -3, -32, -4, -38, -5, -44, -5, -48, -6, -50, -6, -50, -7]"
2026-03-06T16:49:38.320434,-49,11,11,0,128,5372677,"[33, 17, 18, 0, 16, 31, 13, 23, 9, 15, 6, 7, 3, -2, 0, -10, -2, -17, -4, -24, -6, -30, -8, -34, -9, -37, -9, -39, -9, -39, -8, -38, -7, -35, -6, -31, -4, -26, -4, -20, -3, -13, -3, -7, -3, -1, -4, 5, -6, 11, -8, 16, -9, 18, -3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, -3, -2, -8, -4, -12, -7, -17, -11, -21, -14, -24, -17, -26, -20, -27, -23, -27, -24, -25, -24, -23, -23, -19, -21, -15, -17, -11, -12, -7, -7, -3, 0, 2, 6, 6, 13, 10, 21, 14, 27, 17, 33, 20, 38, 22, 42, 22, 43, 22, 44]"
2026-03-06T16:49:38.625355,-49,11,11,0,128,5679884,"[35, 49, 18, 0, -15, -37, -12, -28, -9, -19, -7, -10, -4, 0, -2, 9, 0, 18, 2, 25, 4, 31, 5, 35, 6, 39, 6, 41, 5, 42, 4, 40, 4, 38, 3, 34, 2, 28, 1, 21, 1, 14, 2, 7, 3, 0, 4, -7, 5, -12, 7, -18, 10, -21, 2, -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -3, -1, 1, 1, 6, 5, 10, 9, 15, 13, 19, 17, 22, 21, 23, 25, 24, 28, 24, 29, 22, 29, 20, 28, 17, 25, 13, 20, 9, 14, 6, 8, 2, 0, -2, -8, -6, -16, -9, -25, -13, -32, -15, -39, -17, -45, -19, -48, -20, -51, -20, -51]"
2026-03-06T16:49:38.741411,-51,11,11,0,384,5683951,"[114, -96, 6, 0, -15, -30, -12, -23, -9, -16, -7, -8, -4, 0, -1, 8, 1, 14, 3, 20, 5, 25, 6, 29, 7, 32, 7, 34, 7, 35, 6, 34, 5, 31, 4, 28, 3, 23, 2, 17, 2, 11, 2, 6, 2, 0, 3, -5, 4, -10, 6, -15, 7, -18, 2, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -3, -1, 1, 1, 5, 3, 9, 6, 13, 9, 17, 13, 20, 16, 22, 19, 22, 21, 22, 23, 21, 23, 19, 22, 16, 20, 13, 16, 9, 12, 6, 6, 2, 0, -2, -7, -6, -13, -9, -19, -13, -26, -16, -31, -18, -36, -19, -39, -20, -41, -19, -42, -52, 0, 0, -22, 0, -21, 0, -20, 0, -20, 0, -19, 0, -19, 0, -18, -1, -18, -1, -18, -2, -17, -2, -17, -2, -17, -2, -16, -2, -16, -2, -16, -2, -16, -2, -16, -2, -15, -1, -15, -1, -15, -1, -14, 0, -14, -1, -13, -1, -13, 0, -13, 0, -13, 1, -13, 2, -13, 1, -5, 0, -2, -1, 0, 0, 0, 0, 0, -1, -1, -2, -4, -5, -11, -4, -11, -3, -12, -2, -12, -2, -13, -1, -13, -1, -13, 0, -14, 0, -14, 1, -15, 1, -15, 1, -15, 1, -16, 1, -16, 1, -16, 1, -17, 1, -17, 2, -17, 2, -17, 2, -18, 2, -18, 2, -19, 2, -19, 1, -20, 0, -20, 0, -21, 0, -21, 0, -22, -52, 0, -16, -19, -16, -18, -16, -18, -17, -17, -16, -17, -16, -17, -16, -16, -15, -15, -15, -14, -15, -13, -15, -13, -15, -13, -15, -12, -15, -12, -15, -12, -15, -12, -14, -12, -14, -12, -14, -12, -13, -12, -13, -12, -12, -11, -12, -11, -11, -11, -10, -12, -9, -12, -9, -12, -8, -12, -3, -5, -1, -2, 0, 0, 0, 0, 0, 0, -1, -1, -3, -3, -8, -8, -8, -9, -8, -9, -8, -10, -8, -11, -8, -11, -8, -12, -8, -12, -9, -13, -9, -14, -9, -14, -9, -15, -9, -15, -9, -16, -9, -16, -9, -17, -9, -16, -10, -16, -10, -17, -10, -17, -11, -17, -12, -17, -12, -17, -13, -17, -14, -17, -14, -18, -15, -19, -16, -19]"
